ENSG00000184232	488	121	112	163	72	67	110	165	158	103	91	79	528	418	481	512	209	237	315	250
ENSG00000183580	388	62	415	419	91	56	98	108	121	59	64	64	378	421	356	418	109	84	100	61
ENSG00000197937	234	139	68	101	97	89	50	74	123	93	45	48	196	210	179	255	9	13	6	3
ENSG00000198746	975	507	514	670	393	306	297	264	512	430	312	257	495	465	335	258	374	549	381	217
ENSG00000120784	721	251	257	256	310	164	130	108	411	195	108	79	387	236	225	119	58	45	44	32
ENSG00000178752	3	0	85	13	1	0	75	17	5	2	102	8	4	2	99	72	2	0	80	31
ENSG00000196696	125	66	79	112	118	118	55	26	33	30	28	33	87	88	125	42	70	53	55	16
ENSG00000170631	252	131	80	74	150	79	58	35	141	110	48	34	197	133	87	47	122	126	70	30
ENSG00000155975	3304	1910	3408	3884	1433	1427	1737	1460	1597	1620	1793	1757	1877	1749	2182	1995	1324	1996	2267	1372
ENSG00000135778	1661	361	225	160	593	239	180	84	547	174	131	48	771	419	300	195	584	447	315	118
ENSG00000124588	3530	1393	1585	3493	1698	1235	1089	980	1464	945	614	710	1046	571	370	612	1362	1980	1336	808
ENSG00000279363	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000173456	2183	497	532	257	996	525	333	150	1563	628	442	121	1619	971	734	358	754	758	534	161
ENSG00000018699	686	364	346	65	382	290	243	119	387	242	259	71	505	507	437	174	367	407	484	131
ENSG00000140450	1872	1484	1187	1276	1635	1878	2317	752	1242	2442	1023	614	1809	1667	2347	1320	1069	1252	1961	646
ENSG00000196358	42	57	109	77	14	14	12	11	30	41	30	18	48	77	68	57	37	60	28	15
ENSG00000176485	269	454	93	194	13	68	13	45	50	239	17	63	30	289	21	74	131	945	85	226
ENSG00000159202	5594	8942	14133	24939	2342	5682	7182	4333	2960	8261	10590	10652	3887	6653	11579	10044	2152	7372	9570	5241
ENSG00000184730	12520	6850	13319	22258	8262	8284	4137	9338	8450	7452	4453	9798	7022	7431	2838	7016	5494	8909	2796	5071
ENSG00000156103	214	12	63	17	181	56	395	101	115	34	100	20	598	152	674	210	212	127	350	124
ENSG00000107554	2016	307	241	220	1170	299	487	179	1614	327	244	94	2634	870	754	189	1335	587	653	148
ENSG00000049769	104	53	16	40	45	47	50	35	54	57	32	28	78	68	70	57	23	47	29	23
ENSG00000189079	1695	793	1063	2589	1190	833	1058	1154	1393	897	1011	1220	1441	980	1300	1240	707	771	1009	803
ENSG00000100601	873	511	641	466	271	236	295	175	374	368	335	174	365	443	387	222	317	472	397	125
ENSG00000160055	481	217	198	332	177	128	82	53	202	154	82	85	269	212	209	137	198	216	140	78
ENSG00000230030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115268	10171	3890	5870	4325	6029	3513	5273	2916	5447	3399	4573	2061	6914	5022	5656	4480	4638	4706	6001	2824
ENSG00000281267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260231	173	204	558	1201	189	307	722	2179	107	159	826	1586	58	122	294	216	85	252	618	674
ENSG00000267680	1060	752	1308	1271	502	619	306	193	414	495	309	251	454	581	465	311	469	616	375	183
ENSG00000167912	24	3	1	1	116	8	2	0	15	1	2	2	20	9	2	1	30	23	4	3
ENSG00000266208	352	411	38	297	336	430	44	111	132	206	25	59	427	548	127	178	247	656	87	126
ENSG00000121775	814	211	98	120	570	210	92	66	531	216	100	47	430	283	114	71	328	261	82	48
ENSG00000183153	5	35	4	33	20	103	9	36	2	71	2	11	18	98	7	53	9	45	4	13
ENSG00000235819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249348	88	57	16	60	52	46	25	32	56	61	13	21	64	54	42	52	26	36	32	27
ENSG00000189221	3313	2397	6871	1210	1429	734	4171	542	1026	996	3990	492	503	226	2207	323	722	541	3768	331
ENSG00000131791	943	552	735	894	534	386	342	275	445	356	237	176	704	550	568	474	433	593	478	292
ENSG00000115568	813	448	604	689	621	449	455	170	618	454	353	163	666	462	738	312	354	413	447	149
ENSG00000130520	5407	1505	1240	985	2619	1638	1055	691	3172	1386	903	387	2688	1894	1170	907	1979	2206	1324	677
ENSG00000111605	4002	1706	1827	1704	2043	1062	1504	893	2404	1206	1324	642	2491	2003	1802	974	1670	1745	1802	698
ENSG00000115760	6021	3249	3020	3110	4184	3139	3111	1048	6850	4658	2062	879	5681	3816	3409	1446	2832	3051	3241	912
ENSG00000168286	1615	584	376	369	486	268	154	88	804	423	157	85	726	665	246	156	499	642	364	134
ENSG00000198846	25	4	3	3	199	17	7	9	48	8	1	4	26	23	0	4	40	37	3	2
ENSG00000196839	1832	659	12062	17391	692	400	7479	6753	520	226	2971	4235	638	621	2221	4254	525	750	6772	6124
ENSG00000196313	3356	1455	1963	1956	2643	1565	1855	850	3013	1815	1629	816	3159	2275	2344	1128	1587	1720	1885	549
ENSG00000124942	13299	5095	15240	57674	4903	4379	33449	20486	23785	27586	19004	27331	32492	11503	37663	21349	14053	10812	27654	14745
